loan_id,amount,interest_rate,term_months,zone,origination_date,price_appreciation_rate,formalization_status,rbi_rate_at_origination
LN107449,11339108,7.15,180,Mumbai Suburbs,2017-06-08,0.0625,Formal,4.08
LN107450,5084032,8.73,180,Navi Mumbai,2019-12-18,0.1481,Formal,4.43
LN107451,2223045,9.11,180,Mumbai Suburbs,2015-01-30,0.0992,Informal,4.81
LN107452,9295445,9.75,180,South Mumbai,2019-12-04,0.0626,Formal,4.78
LN107453,19714199,8.76,240,Mumbai Suburbs,2017-04-17,0.0546,Formal,5.15
LN107454,19181784,9.9,240,Mumbai Suburbs,2020-01-17,0.0787,Formal,4.19
LN107455,18538172,7.71,360,South Mumbai,2019-06-05,0.0416,Formal,7.27
LN107456,4554382,7.72,360,Mumbai Suburbs,2017-05-09,0.0532,Formal,4.42
LN107457,8297881,8.4,180,Navi Mumbai,2018-03-15,0.0015,Formal,6.46
LN107458,5357847,7.84,240,South Mumbai,2017-11-16,0.0627,Formal,5.87
LN107459,17562351,6.5,360,Navi Mumbai,2021-12-19,0.0635,Informal,5.93
LN107460,5565861,9.06,300,South Mumbai,2020-02-19,0.0437,Formal,4.37
LN107461,1499964,9.13,240,South Mumbai,2022-05-03,0.0735,Informal,4.85
LN107462,15734277,9.11,240,Mumbai Suburbs,2022-09-03,0.0637,Formal,6.73
LN107463,3997493,7.71,240,South Mumbai,2017-08-17,0.044,Informal,5.62
LN107464,8578729,8.33,180,Mumbai Suburbs,2018-06-27,0.0847,Formal,5.6
LN107465,7638784,7.76,300,South Mumbai,2020-07-03,0.0546,Formal,5.91
LN107466,17916781,6.56,180,Mumbai Suburbs,2017-01-13,0.0286,Formal,5.52
LN107467,14503179,8.47,360,South Mumbai,2017-06-06,0.0072,Formal,6.82
LN107468,4428261,6.93,300,Mumbai Suburbs,2021-03-19,0.1031,Informal,6.62
LN107469,9190219,6.78,180,Mumbai Suburbs,2022-07-30,0.0638,Formal,5.11
LN107470,6082281,9.14,240,Navi Mumbai,2019-04-20,0.0625,Formal,6.84
LN107471,5754417,6.53,300,Mumbai Suburbs,2015-07-18,0.0587,Informal,5.82
LN107472,19104870,9.86,240,Mumbai Suburbs,2019-03-28,0.0965,Formal,6.2
LN107473,3627014,8.3,360,Mumbai Suburbs,2016-03-15,0.0643,Informal,7.03
LN107474,11528542,9.94,300,Navi Mumbai,2020-08-11,0.1064,Formal,5.67
LN107475,8313184,6.7,360,South Mumbai,2022-04-21,0.0644,Informal,6.65
LN107476,1447628,8.54,360,Mumbai Suburbs,2015-01-13,0,Formal,6.2
LN107477,6303441,7.72,360,Mumbai Suburbs,2018-10-23,0.098,Formal,5.49
LN107478,11956200,9.45,300,South Mumbai,2020-02-03,0.0695,Formal,6.76
LN107479,9853143,7.76,360,Navi Mumbai,2016-03-16,0.0448,Informal,4.37
LN107480,15123720,7.41,180,Mumbai Suburbs,2018-09-07,0.0523,Formal,6.03
LN107481,3648191,9.5,180,Mumbai Suburbs,2020-03-21,0.0508,Formal,4.16
LN107482,2348894,7.81,360,Mumbai Suburbs,2020-05-05,0.0228,Formal,4.55
LN107483,7151990,6.56,240,Mumbai Suburbs,2015-07-23,0.0863,Formal,6.1
LN107484,4550985,7.87,360,Navi Mumbai,2022-03-15,0.0466,Formal,5.08
LN107485,1737550,8.79,360,Navi Mumbai,2016-01-03,0.034,Informal,4.92
LN107486,2798954,7.39,240,Mumbai Suburbs,2017-09-14,0.15,Formal,7.35
LN107487,11348958,8.01,300,South Mumbai,2015-01-18,0.0254,Formal,5.28
LN107488,10171141,6.7,300,South Mumbai,2021-01-08,0.0574,Informal,5.98
LN107489,18706306,8.56,360,Mumbai Suburbs,2019-12-30,0,Informal,5.87
LN107490,9776510,9.15,180,Navi Mumbai,2022-09-12,0.0976,Formal,4.22
LN107491,19677518,7.95,180,South Mumbai,2019-01-02,0.0515,Formal,6.36
LN107492,1684659,7.97,180,South Mumbai,2015-09-05,0.0845,Informal,5.8
LN107493,9828325,6.81,360,South Mumbai,2019-02-25,0.0317,Formal,5.33
LN107494,7927416,7.21,180,Mumbai Suburbs,2020-12-17,0.0115,Formal,4.23
LN107495,6385201,7.04,180,Navi Mumbai,2019-06-25,0.0376,Formal,5.03
LN107496,13179526,8.19,300,South Mumbai,2018-06-30,0.1004,Formal,7.09
LN107497,12555726,8.35,360,South Mumbai,2021-03-21,0.0773,Informal,4.61
LN107498,3241105,9.82,300,Mumbai Suburbs,2021-04-30,0.0115,Formal,4.77
LN107499,2320307,6.76,240,Navi Mumbai,2021-02-25,0,Formal,4.72
LN107500,11710632,8.6,300,Navi Mumbai,2019-07-23,0.0504,Informal,7.12
LN107501,17776161,8.34,360,Mumbai Suburbs,2015-09-23,0.0928,Informal,6.45
LN107502,6119641,8.31,180,South Mumbai,2015-07-21,0.0372,Formal,7.09
LN107503,6753670,9.56,360,Mumbai Suburbs,2017-12-13,0.0923,Formal,7.2
LN107504,2095589,7.22,300,Navi Mumbai,2022-04-22,0.0638,Informal,7.25
LN107505,14224541,6.64,360,Navi Mumbai,2018-10-23,0.1126,Formal,5.7
LN107506,10302825,8.85,360,Mumbai Suburbs,2016-09-12,0.0396,Formal,5.67
LN107507,13253316,7.71,300,Mumbai Suburbs,2019-03-03,0.0582,Formal,6.9
LN107508,9466721,6.56,300,Navi Mumbai,2017-11-23,0.0403,Informal,5.16
LN107509,19699008,7.38,240,Mumbai Suburbs,2020-07-06,0.0896,Informal,4.08
LN107510,16763922,7.58,240,South Mumbai,2022-10-23,0.0777,Formal,5.16
LN107511,13750721,8.66,300,Mumbai Suburbs,2022-11-01,0.009,Informal,6.51
LN107512,19316435,7.1,360,Navi Mumbai,2019-01-04,0.0808,Informal,4.43
LN107513,13390870,7.95,300,Mumbai Suburbs,2015-08-05,0.0153,Informal,6.75
LN107514,5589716,8.19,180,Navi Mumbai,2018-03-01,0.0327,Informal,6.85
LN107515,11878275,8.11,240,Mumbai Suburbs,2017-02-22,0.0824,Informal,4.35
LN107516,17646014,9.91,180,South Mumbai,2015-12-24,0.0224,Formal,4.34
LN107517,13679563,6.66,360,South Mumbai,2022-07-25,0.0489,Formal,4.7
LN107518,10683733,9.83,180,Navi Mumbai,2019-04-09,0.0828,Informal,5.25
LN107519,17862611,8.54,300,Mumbai Suburbs,2018-06-30,0.0725,Informal,5.86
LN107520,16215697,9.29,300,South Mumbai,2015-10-05,0.0707,Informal,5.7
LN107521,16591040,8.01,300,Navi Mumbai,2015-09-22,0.0838,Formal,6.99
LN107522,9061792,8.09,180,Mumbai Suburbs,2017-09-02,0.0992,Formal,4.5
LN107523,13948749,9.58,180,Navi Mumbai,2015-03-22,0.0228,Formal,6.44
LN107524,18870276,9.64,180,Mumbai Suburbs,2018-09-30,0.07,Informal,5.92
LN107525,12087562,7.34,300,South Mumbai,2020-04-08,0.0889,Formal,6.58
LN107526,4235863,7.2,300,Mumbai Suburbs,2022-01-25,0.083,Informal,5.2
LN107527,11783675,8.24,300,Navi Mumbai,2015-05-02,0.0552,Formal,5.65
LN107528,5383030,9.65,180,South Mumbai,2020-05-07,0.0535,Formal,4.1
LN107529,5169495,7.63,180,Navi Mumbai,2016-07-10,0.0847,Formal,4.41
LN107530,14748887,8.78,360,South Mumbai,2021-07-06,0.0664,Formal,5.31
LN107531,3612761,8.98,240,Mumbai Suburbs,2017-08-09,0.0928,Informal,5.68
LN107532,19772673,9.23,300,Mumbai Suburbs,2020-10-29,0.0633,Informal,4.3
LN107533,18790287,8.47,180,Navi Mumbai,2020-11-26,0.0488,Formal,6.89
LN107534,14812133,7.91,240,Mumbai Suburbs,2020-11-02,0.0071,Informal,7.31
LN107535,4275072,9.88,180,Mumbai Suburbs,2020-12-15,0.0531,Formal,6.09
LN107536,11074698,8.64,180,Navi Mumbai,2015-10-08,0.0231,Informal,4.19
LN107537,9676514,9.05,300,South Mumbai,2018-05-26,0.0051,Formal,6.59
LN107538,6932572,7.71,240,South Mumbai,2017-08-18,0.034,Formal,4.76
LN107539,3145977,8.84,180,South Mumbai,2017-07-15,0.0811,Informal,6.57
LN107540,11499637,7.4,240,Mumbai Suburbs,2018-05-28,0.0527,Formal,5.52
LN107541,3226217,7.36,240,Mumbai Suburbs,2015-06-09,0.0653,Formal,4.19
LN107542,1632731,9,300,Navi Mumbai,2018-11-04,0.0802,Informal,4.98
LN107543,9750364,8.32,240,Mumbai Suburbs,2021-02-26,0.0589,Formal,5.49
LN107544,19992042,8.89,360,South Mumbai,2020-11-25,0.0394,Formal,6.58
LN107545,11409971,7.44,360,Navi Mumbai,2020-05-19,0.0466,Formal,4.47
LN107546,9905865,8.6,300,South Mumbai,2015-05-29,0.0832,Informal,5
LN107547,5590778,8.05,300,Navi Mumbai,2016-06-21,0.0592,Formal,4.29
LN107548,6149387,8.59,360,South Mumbai,2022-11-11,0,Formal,6.16
LN107549,10869865,7.52,300,South Mumbai,2018-05-31,0.0494,Formal,5.66
LN107550,12287967,9,240,Mumbai Suburbs,2016-02-27,0.076,Formal,7.25
LN107551,4561497,9.32,180,South Mumbai,2022-06-26,0.0655,Formal,6.59
LN107552,18039415,7.41,300,South Mumbai,2018-11-27,0.0294,Formal,6.72
LN107553,3870524,7.55,360,Mumbai Suburbs,2015-03-08,0.0376,Formal,4.58
LN107554,18914489,8.81,180,South Mumbai,2017-05-31,0.0015,Informal,4.93
LN107555,4867293,8.93,240,South Mumbai,2019-03-20,0.0765,Informal,5.8
LN107556,7107511,8.96,180,South Mumbai,2018-12-06,0.0787,Formal,4.05
LN107557,14787878,8.89,360,Mumbai Suburbs,2018-04-27,0.056,Formal,7.05
LN107558,17810950,7.87,180,Mumbai Suburbs,2020-07-13,0.0495,Informal,6.72
LN107559,17990515,7.88,360,South Mumbai,2021-06-30,0.0276,Informal,4.2
LN107560,3771034,7.39,300,Mumbai Suburbs,2017-03-12,0.07,Informal,6.97
LN107561,1671253,7.05,300,Mumbai Suburbs,2017-12-26,0.0107,Formal,4.02
LN107562,7911616,8.92,360,Mumbai Suburbs,2015-09-12,0.0833,Informal,4.4
LN107563,2006152,6.83,300,Mumbai Suburbs,2018-03-13,0.0774,Informal,4.19
LN107564,7615379,9.78,240,South Mumbai,2017-09-16,0.095,Formal,5.68
LN107565,11105810,9.39,180,Mumbai Suburbs,2016-08-17,0.0615,Formal,6.74
LN107566,4262331,9.5,360,Navi Mumbai,2017-09-19,0.0444,Formal,4.62
LN107567,15172716,9.67,360,Mumbai Suburbs,2022-12-10,0.073,Formal,6.7
LN107568,6015551,7.93,360,South Mumbai,2016-05-25,0.0834,Informal,4.65
LN107569,15740171,9.46,240,South Mumbai,2018-10-05,0.0253,Informal,7.47
LN107570,5486856,7.05,240,Navi Mumbai,2015-01-05,0.0579,Formal,6.99
LN107571,15613202,6.58,240,Mumbai Suburbs,2015-12-13,0.068,Informal,6.58
LN107572,10583663,9.25,360,Mumbai Suburbs,2015-09-08,0.0744,Formal,6.07
LN107573,2208957,6.76,240,South Mumbai,2015-11-23,0.0494,Formal,4.85
LN107574,7232302,9.96,300,Navi Mumbai,2018-11-15,0.0789,Informal,4.42
LN107575,18918982,8.86,180,South Mumbai,2016-03-16,0.0312,Formal,5.61
LN107576,10165252,9.14,300,Mumbai Suburbs,2022-01-31,0.1205,Formal,5.41
LN107577,18301874,7.36,300,Mumbai Suburbs,2019-02-02,0.0413,Formal,6.36
LN107578,16230965,8.86,240,Mumbai Suburbs,2018-09-17,0.0722,Formal,4.6
LN107579,17780412,6.65,360,South Mumbai,2016-02-10,0.0434,Formal,5.97
LN107580,10938256,9.43,300,South Mumbai,2018-11-02,0.0629,Formal,6.43
LN107581,16954649,7.09,180,Navi Mumbai,2022-02-18,0.0276,Formal,5.05
LN107582,7105661,8.94,240,Mumbai Suburbs,2017-01-30,0.0923,Formal,6.73
LN107583,8142727,7.29,300,Navi Mumbai,2019-07-19,0.0355,Formal,5.51
LN107584,17163772,6.74,240,Mumbai Suburbs,2015-08-12,0.0624,Formal,4.57
LN107585,13067196,8.19,180,Navi Mumbai,2019-02-16,0.0581,Formal,4.68
LN107586,3603680,7.09,240,Navi Mumbai,2017-05-28,0.039,Formal,4.98
LN107587,12055901,9.05,360,Mumbai Suburbs,2022-08-26,0,Formal,4.55
LN107588,18636027,7.33,300,Mumbai Suburbs,2022-07-29,0.0918,Formal,5.97
LN107589,14747562,7.7,300,Mumbai Suburbs,2018-03-22,0.0643,Formal,7.32
LN107590,17181752,8.49,360,Mumbai Suburbs,2021-11-11,0.0078,Formal,7.14
LN107591,12053257,7.5,180,Mumbai Suburbs,2021-04-17,0.0026,Formal,5.13
LN107592,4636119,7.82,180,Navi Mumbai,2022-03-10,0.0503,Formal,7.03
LN107593,2667108,9.35,240,South Mumbai,2022-10-26,0.0575,Formal,7.34
LN107594,3853507,7.13,300,Mumbai Suburbs,2015-01-25,0.0536,Formal,5.03
LN107595,17450961,6.79,180,Mumbai Suburbs,2019-07-13,0.1033,Formal,7.17
LN107596,17105466,7.65,360,South Mumbai,2019-10-07,0.0099,Formal,7.49
LN107597,19931543,7.99,360,Mumbai Suburbs,2019-03-11,0.0664,Formal,6.79
LN107598,5070081,8.4,360,Navi Mumbai,2019-03-01,0.0794,Informal,5.37
LN107599,10538735,7.8,180,Mumbai Suburbs,2018-07-02,0.0787,Formal,6.13
LN107600,17614866,9.26,360,Navi Mumbai,2019-06-10,0.0868,Formal,5.27
LN107601,4917000,6.64,300,Mumbai Suburbs,2018-08-29,0.0635,Formal,7.49
LN107602,11603512,8.01,180,Mumbai Suburbs,2017-08-23,0.0674,Formal,4.24
LN107603,9173542,7.84,180,Mumbai Suburbs,2016-09-06,0.0501,Formal,7.13
LN107604,3350716,8.77,300,South Mumbai,2021-12-04,0.0147,Formal,4.26
LN107605,13876169,9.88,360,Mumbai Suburbs,2018-03-25,0.0699,Formal,4.15
LN107606,11208064,8.29,180,South Mumbai,2020-07-11,0.0479,Formal,7.29
LN107607,19041224,9.95,300,Navi Mumbai,2022-07-28,0.0377,Formal,7.04
LN107608,17159419,7.56,300,South Mumbai,2016-09-13,0.0712,Informal,5.27
LN107609,3768654,6.61,240,South Mumbai,2021-12-14,0.0738,Formal,7.35
LN107610,8061944,7.08,360,Mumbai Suburbs,2017-05-16,0.0388,Formal,7.02
LN107611,14708181,7.88,360,Mumbai Suburbs,2018-05-08,0.0675,Informal,7.16
LN107612,12569471,7.61,300,South Mumbai,2017-01-04,0.0576,Formal,6.08
LN107613,7057174,6.84,180,South Mumbai,2017-09-25,0.0657,Formal,7.35
LN107614,3233414,8.01,240,Navi Mumbai,2019-10-24,0.0976,Formal,6.83
LN107615,11031671,7.68,240,Mumbai Suburbs,2017-11-26,0.0733,Formal,7.29
LN107616,7134678,6.93,180,South Mumbai,2017-07-16,0.071,Formal,4.99
LN107617,9392939,7.54,240,Mumbai Suburbs,2016-10-17,0.0334,Informal,5.86
LN107618,19343192,9.6,180,South Mumbai,2015-08-25,0.0377,Informal,7.04
LN107619,16911898,7.56,240,South Mumbai,2020-10-25,0.0744,Formal,6.03
LN107620,4976808,9,180,Navi Mumbai,2022-07-21,0.0124,Formal,6.8
LN107621,9601462,8.64,300,Mumbai Suburbs,2020-12-26,0.0493,Formal,7.41
LN107622,5744353,8,300,South Mumbai,2020-08-07,0.0371,Formal,6.82
LN107623,19330632,7.34,240,Navi Mumbai,2017-07-14,0.0557,Informal,5.1
LN107624,3956156,7.79,240,Mumbai Suburbs,2018-12-12,0.0535,Formal,4.42
LN107625,16030066,8.57,300,South Mumbai,2019-10-27,0.0639,Formal,4.95
LN107626,2133243,7.73,360,Mumbai Suburbs,2021-07-12,0.074,Formal,6.32
LN107627,1004677,7.25,180,Navi Mumbai,2017-04-09,0.089,Informal,4.04
LN107628,9593188,6.91,360,Mumbai Suburbs,2020-12-13,0.0913,Formal,4.66
LN107629,17907550,9.58,240,Mumbai Suburbs,2021-07-01,0.0529,Informal,5.14
LN107630,17202721,8.04,300,Mumbai Suburbs,2018-09-25,0.0423,Formal,7.06
LN107631,17224424,8.69,240,Mumbai Suburbs,2017-09-06,0.0364,Formal,4.18
LN107632,6827316,8.22,360,Mumbai Suburbs,2017-09-11,0.0503,Formal,4.17
LN107633,1558745,9.55,300,Mumbai Suburbs,2020-06-07,0.0304,Formal,5.93
LN107634,15884399,8.41,300,South Mumbai,2017-02-21,0.0741,Formal,4.62
LN107635,16146580,8.18,300,Navi Mumbai,2015-08-16,0.0907,Formal,4.85
LN107636,13186651,9.74,180,South Mumbai,2021-01-13,0.0143,Formal,4.64
LN107637,9582851,9.02,240,Mumbai Suburbs,2021-08-14,0.0603,Formal,6.04
LN107638,15143933,6.89,360,Mumbai Suburbs,2015-08-18,0.1067,Formal,4.19
LN107639,13840143,7.12,180,Mumbai Suburbs,2015-03-21,0.0156,Informal,7.29
LN107640,3870741,9.25,360,Mumbai Suburbs,2015-08-14,0.1043,Informal,4.43
LN107641,8910091,9.43,180,Mumbai Suburbs,2022-10-22,0.0342,Informal,7.33
LN107642,1617423,8.41,300,South Mumbai,2019-06-02,0.0418,Formal,6.72
LN107643,9979250,8.44,180,Mumbai Suburbs,2018-07-22,0.0785,Formal,6.9
LN107644,3865893,8.71,240,Navi Mumbai,2015-11-29,0.0752,Formal,4.6
LN107645,11391977,8.04,240,Navi Mumbai,2017-04-25,0.0568,Formal,6.34
LN107646,2250844,8.88,360,Mumbai Suburbs,2020-07-12,0.0371,Informal,6.86
LN107647,1916094,6.88,300,Mumbai Suburbs,2022-03-04,0.0227,Formal,5.95
LN107648,10475593,9.86,300,South Mumbai,2017-04-20,0.0577,Formal,5.93
LN107649,1246889,9.13,360,Mumbai Suburbs,2018-11-09,0.0536,Informal,4.56
LN107650,15829521,8.71,240,Mumbai Suburbs,2016-05-04,0.0362,Formal,5.45
LN107651,19242304,7.61,240,South Mumbai,2018-01-29,0.0523,Informal,4.53
LN107652,14458496,7.06,360,Navi Mumbai,2020-12-24,0.0675,Formal,7.41
LN107653,15756739,7.93,300,Navi Mumbai,2019-06-10,0.0921,Formal,6.4
LN107654,5184251,8.82,360,South Mumbai,2022-03-09,0.0659,Informal,4.17
LN107655,12500860,8.72,360,Mumbai Suburbs,2019-07-24,0.0547,Informal,5.67
LN107656,7838163,7.84,180,Mumbai Suburbs,2015-01-04,0.0353,Informal,6.23
LN107657,6236840,8.65,360,South Mumbai,2022-03-21,0.0377,Informal,4.33
LN107658,16954465,9.35,240,Mumbai Suburbs,2021-09-06,0.0665,Informal,6.33
LN107659,2743227,6.59,360,Mumbai Suburbs,2015-12-23,0.0681,Formal,4.62
LN107660,11760301,8.08,300,South Mumbai,2021-06-13,0.0533,Formal,5.43
LN107661,8660064,9.15,300,Mumbai Suburbs,2022-09-29,0.0872,Formal,6.19
LN107662,16763809,8.41,240,Navi Mumbai,2018-02-12,0.0618,Formal,5.28
LN107663,18363686,8.78,300,Mumbai Suburbs,2018-01-22,0.0454,Formal,5.33
LN107664,1177216,8.31,360,Mumbai Suburbs,2018-05-22,0.0403,Informal,6.95
LN107665,19953728,9.97,240,Mumbai Suburbs,2021-09-22,0.0383,Formal,5.08
LN107666,4683460,6.69,300,Navi Mumbai,2019-01-28,0.0744,Formal,6.29
LN107667,9512270,8.22,360,Navi Mumbai,2019-08-10,0.0414,Informal,6.97
LN107668,19595568,6.82,300,South Mumbai,2020-04-30,0.0632,Formal,4.53
LN107669,3894558,7.06,180,Navi Mumbai,2020-03-13,0.0345,Informal,4.16
LN107670,2480175,7.84,300,South Mumbai,2015-06-20,0.055,Informal,6.89
LN107671,2829484,7.04,240,South Mumbai,2018-04-28,0.0584,Formal,5.93
LN107672,19444906,9.87,360,Mumbai Suburbs,2022-12-14,0.1309,Formal,6.9
LN107673,15515568,9.81,360,Mumbai Suburbs,2017-04-28,0.0208,Formal,4.75
LN107674,11357644,7.68,240,Mumbai Suburbs,2018-04-08,0.0843,Formal,6.91
LN107675,8217037,8.74,180,Mumbai Suburbs,2018-11-10,0.0369,Formal,4.33
LN107676,6017226,8.37,360,South Mumbai,2018-03-09,0.1005,Formal,7.09
LN107677,13300059,9.35,240,South Mumbai,2016-06-03,0.0391,Informal,6.88
LN107678,3746153,8.7,300,Mumbai Suburbs,2015-08-19,0.0911,Formal,5.99
LN107679,15657634,6.5,180,South Mumbai,2017-01-19,0.0667,Formal,6.13
LN107680,18881404,9.17,240,South Mumbai,2016-10-16,0.0201,Informal,5.21
LN107681,16304826,9.11,300,South Mumbai,2022-09-16,0.066,Formal,4.71
LN107682,13098334,8.28,360,Navi Mumbai,2017-06-03,0.0755,Formal,5.59
LN107683,17988679,9.66,360,Navi Mumbai,2016-02-19,0.0776,Formal,6.3
LN107684,11056396,9.68,180,South Mumbai,2021-07-12,0.0529,Formal,7.49
LN107685,18045818,8.33,300,South Mumbai,2016-02-14,0.1378,Informal,6.86
LN107686,3394820,8.63,240,Mumbai Suburbs,2018-08-05,0.1184,Formal,5.52
LN107687,11579914,9.99,360,Navi Mumbai,2016-05-23,0.0701,Formal,6.6
LN107688,13235311,7.55,240,South Mumbai,2018-04-08,0.0205,Formal,4.38
LN107689,3507720,7.64,240,Navi Mumbai,2019-08-13,0.03,Formal,5.45
LN107690,4742849,7.14,240,Mumbai Suburbs,2019-01-05,0.0519,Formal,5.49
LN107691,1114560,9.64,180,Navi Mumbai,2022-01-26,0.0571,Informal,7.5
LN107692,6115011,9.11,240,South Mumbai,2019-06-19,0.0352,Formal,5.37
LN107693,19127203,6.87,180,Navi Mumbai,2022-06-09,0.0437,Informal,4.29
LN107694,13096565,9.94,180,Mumbai Suburbs,2022-01-24,0.0003,Informal,4.24
LN107695,1549656,9.06,300,Navi Mumbai,2020-03-10,0,Formal,6.44
LN107696,17592258,9.48,360,Mumbai Suburbs,2022-01-27,0.0604,Formal,5.01
LN107697,15077387,6.67,240,Mumbai Suburbs,2017-06-03,0.1078,Informal,7.04
LN107698,11486561,8.27,300,Navi Mumbai,2015-10-25,0.0135,Informal,5.69
LN107699,19603845,8.95,300,Mumbai Suburbs,2021-06-01,0.0536,Formal,5.16
LN107700,9289985,8.4,300,Mumbai Suburbs,2016-10-16,0.0594,Formal,6.66
LN107701,9480287,8.83,300,Mumbai Suburbs,2020-06-14,0.0712,Formal,5.46
LN107702,12166825,9.36,300,Mumbai Suburbs,2017-01-18,0.0447,Formal,6.58
LN107703,19116299,7.81,240,Navi Mumbai,2021-12-19,0.027,Formal,6.5
LN107704,6404672,9.47,300,South Mumbai,2022-04-06,0.0794,Formal,6.53
LN107705,4703367,7.07,360,Mumbai Suburbs,2015-03-22,0.0014,Formal,7
LN107706,8975343,7.45,180,Navi Mumbai,2019-12-26,0.0715,Formal,6.97
LN107707,6934385,6.65,180,Mumbai Suburbs,2020-03-02,0.0359,Informal,6.33
LN107708,14195148,7.78,360,Navi Mumbai,2022-03-01,0.0673,Formal,7.35
LN107709,16947828,7.83,240,Navi Mumbai,2016-12-28,0.0948,Formal,4.07
LN107710,13377003,9.32,180,Mumbai Suburbs,2016-12-26,0.0394,Formal,7.26
LN107711,17954692,8.79,360,Mumbai Suburbs,2021-03-21,0.049,Informal,4.52
LN107712,2199217,8.03,360,Navi Mumbai,2016-01-15,0.0474,Formal,4.74
LN107713,9306042,8.78,300,Navi Mumbai,2016-08-16,0.1284,Formal,6.86
LN107714,14507188,6.68,180,Navi Mumbai,2022-12-06,0.0562,Informal,5.4
LN107715,3949908,7.13,300,South Mumbai,2015-06-12,0.0548,Informal,5.49
LN107716,13402488,8.69,240,South Mumbai,2022-04-24,0.0574,Formal,4.91
LN107717,2931441,8.74,180,Mumbai Suburbs,2020-08-31,0.1006,Formal,4.79
LN107718,18042249,9.21,180,Mumbai Suburbs,2020-10-05,0.0409,Formal,4.37
LN107719,14116769,7.91,360,Mumbai Suburbs,2020-09-16,0.0838,Formal,4.69
LN107720,14716680,9.03,180,South Mumbai,2021-05-24,0.0372,Formal,5.98
LN107721,13313453,8.89,240,Mumbai Suburbs,2017-05-22,0.0351,Formal,6.47
LN107722,7499998,9.87,240,Mumbai Suburbs,2020-07-06,0.0711,Formal,6.59
LN107723,10545257,7.25,180,Navi Mumbai,2017-12-05,0.0964,Formal,5.3
LN107724,16199299,8.43,360,Navi Mumbai,2015-10-06,0.0485,Informal,7.23
LN107725,13090693,8.61,240,Mumbai Suburbs,2022-12-22,0.0483,Informal,5.15
LN107726,7111053,10,300,Mumbai Suburbs,2019-03-04,0.0791,Formal,4.39
LN107727,16100611,7.2,240,Mumbai Suburbs,2022-05-23,0.0597,Informal,7.31
LN107728,1842329,8.33,180,Mumbai Suburbs,2017-06-04,0.0804,Informal,5.89
LN107729,10582190,7.71,300,Mumbai Suburbs,2018-01-19,0.0112,Formal,7.4
LN107730,8743343,8.34,180,Mumbai Suburbs,2020-09-20,0.0288,Formal,5.38
LN107731,15116198,7.31,180,South Mumbai,2016-05-16,0.0582,Formal,6.65
LN107732,10277584,6.67,180,Mumbai Suburbs,2020-09-08,0.0736,Informal,4.38
LN107733,10980178,8.5,360,South Mumbai,2022-02-08,0.0561,Formal,6.99
LN107734,1174588,7.68,360,South Mumbai,2018-06-13,0.0624,Formal,4.6
LN107735,4773618,7.14,240,Mumbai Suburbs,2017-06-07,0.0782,Formal,4.24
LN107736,17218864,7.63,180,South Mumbai,2017-11-16,0.0226,Informal,4.34
LN107737,2530332,6.67,300,Mumbai Suburbs,2019-06-16,0.0782,Formal,5.95
LN107738,13707658,9.83,300,South Mumbai,2020-06-19,0.0915,Formal,5.02
LN107739,5739023,8.53,300,Mumbai Suburbs,2020-04-23,0.0497,Formal,7.36
LN107740,8527837,9.35,360,Navi Mumbai,2018-01-19,0.0342,Formal,6.98
LN107741,15330983,7.98,360,Mumbai Suburbs,2016-04-12,0.0867,Formal,6.81
LN107742,18810506,9.66,180,Mumbai Suburbs,2022-12-09,0.1116,Formal,6.83
LN107743,5625535,8.19,300,Navi Mumbai,2019-02-17,0.0644,Formal,7.12
LN107744,14338310,8.51,300,Mumbai Suburbs,2019-08-14,0.0335,Formal,7.03
LN107745,7847129,8.22,360,South Mumbai,2021-10-05,0.0598,Formal,7.25
LN107746,12835157,9.07,360,South Mumbai,2022-03-22,0.035,Formal,7.27
LN107747,9870046,8.48,300,Mumbai Suburbs,2020-08-16,0.0815,Formal,5.04
LN107748,5768424,7.45,300,Mumbai Suburbs,2015-03-31,0.0585,Formal,4.77
LN107749,19035758,7.01,240,South Mumbai,2018-01-22,0.0322,Formal,6.25
LN107750,10509388,8.62,360,Navi Mumbai,2018-03-11,0.066,Formal,4.43
LN107751,11531544,8.21,180,South Mumbai,2018-10-10,0.0403,Formal,4.74
LN107752,8349953,6.84,180,Navi Mumbai,2019-07-30,0.0205,Informal,6.71
LN107753,17547400,7.88,300,Navi Mumbai,2021-12-19,0.0828,Informal,6.27
LN107754,14196706,8.3,360,Navi Mumbai,2017-09-25,0.069,Formal,6.28
LN107755,13085332,9.39,180,Navi Mumbai,2021-08-31,0.0459,Formal,7.33
LN107756,2591711,6.77,360,South Mumbai,2017-01-23,0.0982,Informal,6.34
LN107757,19406069,7.72,300,Mumbai Suburbs,2016-04-23,0.0376,Formal,5.51
LN107758,3058721,9.38,300,South Mumbai,2020-06-16,0.047,Informal,4.98
LN107759,19737607,8.77,300,Navi Mumbai,2021-10-19,0.0713,Informal,5.18
LN107760,16733562,7.51,360,Mumbai Suburbs,2017-08-03,0.0863,Informal,4.97
LN107761,8392367,9.46,180,Mumbai Suburbs,2020-05-03,0.0717,Formal,4.12
LN107762,5076773,8.23,240,Navi Mumbai,2021-05-13,0.0431,Formal,4.92
LN107763,16486047,8.24,180,South Mumbai,2022-12-19,0.0529,Formal,6.92
LN107764,6393333,9.92,360,South Mumbai,2021-12-17,0.0406,Formal,6.55
